Date,Open,High,Low,Close,Adj Close,Volume,SMA 5.0,SMA 10.0,SMA 20.0,SMA 30.0,SMA 50.0,SMA 100.0,SMA 200.0,EMA 5.0,EMA 12.0,EMA 26.0,EMA 30.0,EMA 50.0,EMA 100.0,EMA 200.0,RSI 7.0,RSI 14.0,RSI 28.0,MACD 265,MACD Signal 5265,MACD Signal 9265,MACD 2612,MACD Signal 52612,MACD Signal 92612,MACD 355,MACD Signal 5355,MACD Signal 9355,MACD 3512,MACD Signal 53512,MACD Signal 93512,SO 7,%D 3-7,SO 14,%D 3-14,SO 28,%D 3-28
2020-03-02,8563.2646484375,8921.30859375,8532.630859375,8869.669921875,8869.669921875,42857674409,8697.72,9088.87,9516.28,9577.67,9282.99,8343.33,8758.25,8799.09,9083.0,9278.13,9272.22,9126.65,8842.36,8625.0,39.33,41.88,47.84,-479.04,-419.86,-279.46,-195.13,-124.14,-41.26,-448.13,-357.45,-189.02,-164.22,-61.73,49.18,33.72,15.73,23.16,11.58,20.06,10.02
2020-03-03,8865.3876953125,8901.5986328125,8704.990234375,8787.7861328125,8787.7861328125,42386715821,8698.38,9001.33,9439.36,9559.12,9295.86,8360.73,8750.32,8795.32,9037.58,9241.81,9240.97,9113.36,8841.28,8626.62,36.7,40.55,47.07,-446.49,-428.74,-312.87,-204.23,-150.84,-73.85,-426.37,-380.42,-236.49,-184.11,-102.53,2.52,35.83,25.24,18.4,15.62,15.94,13.53
2020-03-04,8788.5419921875,8843.3662109375,8712.431640625,8755.24609375,8755.24609375,34746706368,8714.93,8884.4,9366.41,9541.18,9294.41,8376.82,8742.94,8781.96,8994.15,9205.77,9209.63,9099.32,8839.58,8627.9,35.6,40.01,46.76,-423.81,-427.1,-335.05,-211.62,-171.1,-101.41,-413.82,-391.56,-271.96,-201.63,-135.56,-38.31,61.52,43.69,19.18,20.25,14.3,16.77
2020-03-05,8760.28515625,9142.0546875,8757.25390625,9078.7626953125,9078.7626953125,39698054597,8810.78,8827.26,9304.74,9537.77,9299.85,8395.42,8736.6,8880.9,9007.16,9196.36,9201.19,9098.51,8844.32,8632.39,52.24,47.5,50.16,-315.46,-389.88,-331.14,-189.2,-177.13,-118.96,-308.38,-363.83,-279.24,-182.12,-151.08,-67.07,90.57,62.64,41.04,26.21,30.59,20.28
2020-03-06,9078.30859375,9167.6953125,9032.0791015625,9122.5458984375,9122.5458984375,40826885651,8922.8,8805.35,9266.4,9521.41,9307.82,8411.33,8727.63,8961.45,9024.92,9190.89,9196.11,9099.46,8849.83,8637.27,54.11,48.44,50.6,-229.44,-336.4,-310.8,-165.97,-173.41,-128.37,-224.12,-317.26,-268.22,-160.65,-154.27,-85.79,93.52,81.87,43.99,34.74,32.79,25.89
2020-03-07,9121.6005859375,9163.220703125,8890.744140625,8909.9541015625,8909.9541015625,36216930370,8930.86,8814.29,9215.17,9494.08,9307.44,8425.8,8718.37,8944.28,9007.23,9170.08,9177.65,9092.02,8851.02,8639.98,44.28,44.3,48.43,-225.8,-299.53,-293.8,-162.85,-169.89,-135.26,-225.98,-286.83,-259.77,-163.03,-157.19,-101.24,62.99,82.36,29.63,38.22,22.09,28.49
2020-03-08,8908.2060546875,8914.34375,8105.2529296875,8108.1162109375,8108.1162109375,39973102121,8794.93,8746.65,9136.07,9437.82,9290.75,8429.27,8708.22,8665.56,8868.9,9091.42,9108.65,9053.44,8836.31,8634.69,24.61,32.89,41.48,-425.86,-341.64,-320.21,-222.52,-187.43,-152.71,-445.69,-339.79,-296.95,-242.35,-185.58,-129.46,0.27,52.26,0.16,24.59,0.12,18.33
2020-03-09,8111.146484375,8177.79345703125,7690.09814453125,7923.64453125,7923.64453125,46936995808,8628.6,8671.77,9025.15,9373.1,9275.09,8432.81,8697.18,8418.25,8723.48,9004.92,9032.2,9009.13,8818.23,8627.61,21.99,30.91,40.11,-586.67,-423.32,-373.5,-281.44,-218.77,-178.46,-627.02,-435.53,-362.97,-321.79,-230.98,-167.92,15.81,26.36,11.9,13.9,8.44,10.22
2020-03-10,7922.14697265625,8136.9453125,7814.76318359375,7909.7294921875,7909.7294921875,42213940994,8394.8,8602.79,8938.97,9299.54,9260.14,8437.66,8684.69,8248.75,8598.29,8923.79,8959.78,8966.02,8800.24,8620.47,21.78,30.76,40.01,-675.04,-507.23,-433.81,-325.5,-254.35,-207.87,-733.44,-534.83,-437.06,-383.9,-281.95,-211.12,14.86,10.31,13.19,8.42,7.94,5.5
2020-03-11,7910.08984375,7950.814453125,7642.8125,7911.43017578125,7911.43017578125,38682762605,8152.57,8537.69,8854.12,9234.7,9243.45,8443.56,8673.45,8136.31,8492.62,8848.8,8892.15,8924.66,8782.64,8613.41,21.89,30.81,40.03,-712.49,-575.65,-489.55,-356.18,-288.29,-237.53,-786.39,-618.69,-506.93,-430.08,-331.33,-254.91,17.62,16.1,17.62,14.24,9.54,8.64
2020-03-12,7913.6162109375,7929.1162109375,4860.35400390625,4970.7880859375,4970.7880859375,53980357243,7364.74,8147.8,8618.33,9060.12,9169.25,8420.06,8647.61,7081.13,7950.8,8561.54,8639.15,8769.61,8707.16,8577.17,5.97,14.08,25.23,-1480.41,-877.23,-687.72,-610.74,-395.77,-312.17,-1622.02,-953.13,-729.95,-752.35,-471.67,-354.4,2.56,11.68,2.56,11.12,2.01,6.5
2020-03-13,5017.8310546875,5838.11474609375,4106.98095703125,5563.70703125,5563.70703125,74156772075,6855.86,7825.39,8413.36,8901.37,9112.39,8403.18,8623.57,6575.33,7583.55,8339.48,8440.74,8643.89,8644.91,8547.18,19.71,23.14,30.59,-1764.15,-1172.87,-903.0,-755.93,-515.83,-400.92,-1953.41,-1286.56,-974.64,-945.19,-629.51,-472.56,28.81,16.33,28.79,16.32,23.37,11.64
2020-03-14,5573.07763671875,5625.2265625,5125.0693359375,5200.3662109375,5200.3662109375,36154506008,6311.21,7469.91,8177.15,8734.24,9047.49,8380.7,8598.65,6117.01,7216.91,8106.95,8231.68,8508.85,8576.71,8513.88,17.84,21.64,29.26,-1989.94,-1445.23,-1120.39,-890.04,-640.56,-498.75,-2226.82,-1599.98,-1225.08,-1126.92,-795.31,-603.43,22.74,18.04,21.61,17.65,17.97,14.45
2020-03-15,5201.06689453125,5836.64501953125,5169.283203125,5392.31494140625,5392.31494140625,33997889639,5807.72,7101.26,7964.26,8570.25,8987.98,8359.15,8576.84,5875.44,6936.2,7905.87,8048.5,8386.63,8513.65,8482.82,22.37,24.43,30.91,-2030.43,-1640.3,-1302.4,-969.67,-750.27,-592.93,-2304.41,-1834.79,-1440.94,-1243.65,-944.76,-731.47,31.57,27.71,25.4,25.27,21.12,20.82
2020-03-16,5385.2294921875,5385.2294921875,4575.35791015625,5014.47998046875,5014.47998046875,45368026430,5228.33,6690.45,7747.9,8407.75,8916.33,8333.74,8554.36,5588.45,6640.55,7691.69,7852.75,8254.39,8444.36,8448.31,19.86,22.71,29.5,-2103.24,-1794.61,-1462.57,-1051.14,-850.56,-684.57,-2415.55,-2028.38,-1635.86,-1363.45,-1084.32,-857.87,22.52,25.61,17.93,21.65,14.91,18.0
2020-03-17,5002.578125,5371.3486328125,4981.9091796875,5225.62939453125,5225.62939453125,38622642935,5279.3,6322.02,7568.15,8250.79,8842.65,8310.35,8532.5,5467.51,6422.87,7509.02,7683.26,8135.61,8380.62,8416.24,25.32,25.85,31.31,-2041.51,-1876.91,-1578.36,-1086.15,-929.09,-764.89,-2382.14,-2146.3,-1785.12,-1426.78,-1198.48,-971.65,29.1,27.73,22.1,21.81,18.38,18.14
2020-03-18,5227.11376953125,5331.833984375,5069.3359375,5238.4384765625,5238.4384765625,37878801016,5214.25,6035.05,7390.85,8102.4,8760.24,8288.73,8510.53,5391.16,6240.65,7340.83,7525.53,8022.0,8318.4,8384.62,25.68,26.05,31.42,-1949.67,-1901.16,-1652.62,-1100.18,-986.12,-831.95,-2313.42,-2202.0,-1890.78,-1463.93,-1286.96,-1070.11,29.6,27.07,22.36,20.8,19.36,17.55
2020-03-19,5245.41650390625,6329.73583984375,5236.96875,6191.19287109375,6191.19287109375,51000731797,5412.41,5861.81,7266.79,7970.7,8697.73,8277.86,8492.7,5657.83,6233.04,7255.67,7439.45,7950.2,8276.28,8362.8,47.55,38.99,39.01,-1597.84,-1800.06,-1641.66,-1022.63,-998.29,-870.08,-1962.67,-2122.23,-1905.16,-1387.46,-1320.46,-1133.58,93.77,50.82,41.18,28.55,35.66,24.47
2020-03-20,6191.65380859375,6844.26171875,5865.78173828125,6198.7783203125,6198.7783203125,54442976103,5573.7,5690.71,7146.75,7856.22,8631.53,8267.67,8471.96,5838.15,6227.77,7177.38,7359.4,7881.52,8235.14,8341.27,47.69,39.08,39.07,-1339.23,-1646.45,-1581.18,-949.61,-982.06,-885.99,-1703.37,-1982.61,-1864.8,-1313.75,-1318.22,-1169.61,71.55,64.97,41.37,34.97,35.79,30.27
2020-03-21,6206.521484375,6378.13525390625,5932.8232421875,6185.06640625,6185.06640625,42494390880,5807.82,5518.08,7027.88,7742.1,8568.22,8257.09,8449.77,5953.79,6221.2,7103.88,7283.64,7814.99,8194.54,8319.81,47.42,38.96,39.0,-1150.09,-1480.99,-1494.96,-882.68,-948.94,-885.33,-1512.37,-1825.86,-1794.31,-1244.96,-1293.8,-1184.68,70.95,78.76,43.23,41.93,35.55,35.67
2020-03-22,6185.55810546875,6359.697265625,5823.7138671875,5830.2548828125,5830.2548828125,40099664740,5928.75,5604.02,6875.91,7613.56,8496.97,8242.69,8425.95,5912.61,6161.06,7009.53,7189.87,7737.16,8147.72,8295.04,40.44,36.04,37.29,-1096.92,-1352.97,-1415.35,-848.47,-915.45,-877.96,-1462.67,-1704.8,-1727.99,-1214.22,-1267.27,-1190.59,55.31,65.94,42.33,42.31,29.48,33.61
2020-03-23,5831.37451171875,6443.9345703125,5785.00439453125,6416.31494140625,6416.31494140625,46491916000,6164.32,5689.28,6757.34,7505.34,8438.41,8235.61,8405.15,6080.51,6200.33,6965.59,7139.96,7685.36,8113.44,8276.35,53.6,43.57,41.67,-885.08,-1197.01,-1309.3,-765.26,-865.38,-855.42,-1241.49,-1550.36,-1630.69,-1121.67,-1218.74,-1176.81,77.02,67.76,57.3,47.62,41.64,35.56
2020-03-24,6436.642578125,6789.02294921875,6411.06640625,6734.8037109375,6734.8037109375,48221910672,6273.04,5842.73,6656.32,7399.01,8387.23,8231.44,8387.06,6298.61,6282.55,6948.5,7113.83,7648.08,8086.14,8261.01,59.3,47.2,43.88,-649.89,-1014.63,-1177.42,-665.95,-798.91,-817.52,-990.77,-1363.83,-1502.7,-1006.83,-1148.1,-1142.81,93.83,75.39,68.36,56.0,50.07,40.4
2020-03-25,6738.716796875,6892.51123046875,6536.92626953125,6681.06298828125,6681.06298828125,44590107888,6369.5,5971.6,6536.43,7300.04,8337.23,8228.92,8367.88,6426.09,6343.86,6928.69,7085.9,7610.16,8058.32,8245.29,57.9,46.65,43.59,-502.6,-843.96,-1042.45,-584.83,-727.55,-770.98,-829.49,-1185.72,-1368.06,-911.72,-1069.31,-1096.59,87.23,86.03,67.35,64.34,50.86,47.52
2020-03-26,6675.1708984375,6735.4638671875,6590.962890625,6716.4404296875,6716.4404296875,35319797642,6475.77,6141.8,6416.13,7212.53,8279.3,8229.68,8349.25,6522.87,6401.18,6912.96,7062.07,7575.11,8031.74,8230.07,58.65,47.09,43.84,-390.09,-692.67,-911.98,-511.78,-655.63,-719.14,-702.76,-1024.73,-1235.0,-824.45,-987.69,-1042.16,84.1,88.39,93.68,76.46,51.56,50.83
2020-03-27,6719.38916015625,6793.83642578125,6466.70166015625,6469.79833984375,6469.79833984375,34585598367,6603.68,6266.21,6294.12,7134.17,8214.1,8221.61,8329.93,6505.18,6411.74,6880.14,7023.86,7531.77,8000.81,8212.56,51.23,44.38,42.47,-374.96,-586.77,-804.58,-468.4,-593.22,-668.99,-678.46,-909.31,-1123.69,-771.9,-915.76,-988.11,61.83,77.72,81.76,80.93,46.69,49.7
2020-03-28,6467.25390625,6467.5009765625,6117.837890625,6242.19384765625,6242.19384765625,34885225901,6568.86,6366.59,6200.82,7049.43,8143.02,8212.0,8310.56,6417.52,6385.65,6832.88,6973.43,7481.2,7965.99,8192.95,45.08,41.98,41.23,-415.36,-529.63,-726.73,-447.23,-544.55,-624.64,-713.82,-844.15,-1041.72,-745.69,-859.07,-939.63,41.28,62.4,71.93,82.46,42.19,46.81
2020-03-29,6245.62451171875,6250.46728515625,5920.0859375,5922.04296875,5922.04296875,28373690931,6406.31,6339.67,6100.74,6957.75,8064.16,8199.04,8289.28,6252.36,6314.33,6765.41,6905.6,7420.05,7925.52,8170.36,37.67,38.8,39.55,-513.05,-524.1,-684.0,-451.08,-513.4,-589.93,-811.79,-833.36,-995.73,-749.82,-822.65,-901.67,12.37,38.49,58.12,70.6,35.87,41.58
2020-03-30,5925.53857421875,6517.19580078125,5903.234375,6429.841796875,6429.841796875,37101651525,6356.06,6362.78,6026.75,6885.43,7990.42,8191.42,8269.38,6311.52,6332.1,6740.56,6874.9,7381.22,7895.9,8153.04,52.21,45.81,43.35,-429.04,-492.42,-633.01,-408.46,-478.42,-553.64,-717.39,-794.7,-940.06,-696.81,-780.71,-860.69,53.23,35.63,75.78,68.61,45.9,41.32
2020-03-31,6430.6064453125,6504.51513671875,6374.162109375,6438.64453125,6438.64453125,32786468812,6300.5,6388.14,5953.11,6814.63,7922.06,8180.69,8249.77,6353.89,6348.49,6718.19,6846.76,7344.26,7867.04,8135.98,52.44,45.92,43.41,-364.3,-449.71,-579.26,-369.7,-442.18,-516.85,-642.23,-743.88,-880.5,-647.63,-736.35,-818.08,54.12,39.91,75.11,69.67,46.07,42.61
2020-04-01,6437.3193359375,6612.57373046875,6202.37353515625,6606.7763671875,6606.7763671875,40346426266,6327.9,6465.79,6034.91,6739.2,7850.03,8173.21,8231.01,6438.19,6388.23,6709.94,6831.27,7315.34,7842.09,8120.76,56.94,48.2,44.65,-271.75,-390.39,-517.76,-321.71,-402.02,-477.82,-536.3,-674.69,-811.66,-586.26,-686.32,-771.72,79.0,62.12,82.74,77.88,49.4,47.12
2020-04-02,6606.7763671875,7088.24755859375,6595.91845703125,6793.62451171875,6793.62451171875,47660646124,6438.18,6503.52,6096.4,6672.73,7779.38,8167.92,8213.24,6556.67,6450.6,6716.14,6828.84,7294.88,7821.32,8107.56,61.65,50.68,46.01,-159.47,-313.42,-446.1,-265.54,-356.53,-435.36,-407.77,-585.71,-730.88,-513.84,-628.83,-720.14,75.14,69.42,77.39,78.41,53.09,49.52
2020-04-03,6797.396484375,7003.220703125,6673.3359375,6733.38720703125,6733.38720703125,38976504903,6600.45,6503.38,6173.05,6605.34,7709.77,8162.5,8195.52,6615.57,6494.1,6717.41,6822.69,7272.86,7799.78,8093.89,59.22,49.85,45.63,-101.84,-242.89,-377.25,-223.31,-312.12,-392.95,-336.04,-502.49,-651.91,-457.51,-571.72,-667.62,70.05,74.73,72.77,77.63,51.94,51.48
2020-04-04,6738.3828125,6878.95361328125,6696.48486328125,6867.52734375,6867.52734375,33185988584,6687.99,6522.03,6246.81,6531.63,7640.87,8158.78,8178.65,6699.56,6551.55,6728.53,6825.58,7256.96,7781.32,8081.68,63.01,51.75,46.64,-28.97,-171.58,-307.59,-176.98,-267.07,-349.76,-247.37,-417.45,-571.0,-395.38,-512.94,-613.17,81.37,75.52,83.06,77.74,57.42,54.15
2020-04-05,6862.53759765625,6883.4140625,6715.92919921875,6791.12939453125,6791.12939453125,29510409856,6758.49,6529.5,6335.65,6453.92,7578.91,8153.79,8161.62,6730.08,6588.41,6733.17,6823.36,7238.7,7761.71,8068.84,59.34,50.57,46.13,-3.09,-115.42,-246.69,-144.76,-226.3,-308.76,-208.2,-347.7,-498.44,-349.87,-458.58,-560.51,74.93,75.45,77.2,77.68,65.94,58.43
2020-04-06,6788.0498046875,7271.78125,6782.8896484375,7271.78125,7271.78125,46896904615,6891.49,6609.69,6437.95,6399.31,7525.65,8153.33,8146.64,6910.65,6693.54,6773.07,6852.29,7239.99,7752.01,8060.91,71.52,57.15,49.68,137.58,-31.09,-169.84,-79.53,-177.38,-262.91,-46.16,-247.19,-407.99,-263.27,-393.48,-501.06,100.0,85.43,100.0,86.75,78.53,67.3
2020-04-07,7273.64404296875,7427.939453125,7136.71435546875,7176.41455078125,7176.41455078125,44243482668,6968.05,6703.12,6534.85,6368.25,7475.38,8150.87,8131.62,6999.24,6767.83,6802.95,6873.2,7237.5,7740.61,8052.11,66.88,55.57,49.01,196.29,44.71,-96.61,-35.12,-129.96,-217.35,30.23,-154.71,-320.34,-201.18,-329.38,-441.08,79.48,84.8,83.5,86.9,79.85,74.77
2020-04-08,7179.283203125,7356.2236328125,7153.3056640625,7334.0986328125,7334.0986328125,37563249549,7088.19,6844.32,6592.0,6348.6,7419.22,8151.28,8118.19,7110.86,6854.95,6842.29,6902.93,7241.29,7732.56,8044.97,70.56,57.65,50.15,268.57,119.33,-23.58,12.66,-82.42,-171.35,121.57,-62.62,-231.96,-134.34,-264.37,-379.74,88.72,89.4,93.85,92.45,84.43,80.94
2020-04-09,7337.96630859375,7341.4482421875,7179.09423828125,7302.08935546875,7302.08935546875,34815139178,7175.1,6931.55,6647.16,6328.35,7372.6,8152.37,8104.35,7174.6,6923.74,6876.35,6928.69,7243.67,7724.04,8037.57,68.75,57.07,49.92,298.25,178.97,40.79,47.39,-39.15,-127.6,167.93,14.23,-151.98,-82.93,-203.89,-320.37,83.32,83.84,91.75,89.7,96.21,86.83
2020-04-10,7303.8154296875,7303.8154296875,6802.47509765625,6865.4931640625,6865.4931640625,43622840992,7189.97,6974.23,6681.18,6293.48,7317.74,8149.02,8090.03,7071.56,6914.78,6875.55,6924.61,7228.84,7707.04,8025.91,48.82,49.66,46.81,196.01,184.65,71.83,39.23,-13.02,-94.24,72.74,33.73,-107.04,-84.04,-163.94,-273.11,23.11,65.05,63.11,82.9,80.28,86.97
2020-04-11,6867.4404296875,6926.06982421875,6789.9208984375,6859.0830078125,6859.0830078125,31222085946,7107.43,6999.46,6732.63,6356.42,7261.19,8147.76,8081.22,7000.74,6906.21,6874.33,6920.38,7214.34,7690.25,8014.3,48.58,49.56,46.77,126.41,165.24,82.75,31.88,1.94,-69.01,9.68,25.72,-83.69,-84.85,-137.58,-235.46,20.11,42.18,62.69,72.52,80.06,85.52
2020-04-12,6858.06787109375,7119.947265625,6811.078125,6971.091796875,6971.091796875,35759567632,7066.37,7017.21,6760.37,6403.34,7207.35,8144.02,8073.64,6990.85,6916.19,6881.49,6923.65,7204.8,7676.01,8003.92,53.29,51.43,47.67,109.36,146.61,88.07,34.7,12.86,-48.27,0.9,17.44,-66.78,-73.76,-116.3,-203.12,29.18,24.13,70.04,65.28,83.98,81.44
2020-04-13,6965.61669921875,6965.61669921875,6668.259765625,6845.03759765625,6845.03759765625,38619308647,6968.56,7028.37,6765.88,6458.16,7145.76,8138.36,8067.27,6942.25,6905.25,6878.79,6918.58,7190.69,7659.55,7992.39,47.57,49.22,46.75,63.46,118.89,83.15,26.46,17.4,-33.32,-39.65,-1.59,-61.35,-76.65,-103.09,-177.82,23.27,24.19,52.44,61.72,76.17,80.07
2020-04-14,6843.28173828125,6958.55712890625,6793.8212890625,6842.427734375,6842.427734375,34110434052,6876.63,7025.86,6773.95,6506.5,7089.6,8132.67,8060.23,6908.98,6895.58,6876.1,6913.67,7177.04,7643.37,7980.95,47.45,49.17,46.73,32.88,90.22,73.09,19.48,18.09,-22.76,-65.17,-22.78,-62.11,-78.57,-94.91,-157.97,25.32,25.92,52.23,58.24,75.18,78.44
2020-04-15,6845.5615234375,6928.66455078125,6633.40283203125,6642.10986328125,6642.10986328125,32288311031,6831.95,7010.96,6770.23,6560.75,7035.61,8121.4,8052.21,6820.02,6856.59,6858.77,6896.15,7156.06,7623.54,7967.63,38.53,45.56,45.24,-38.75,47.23,50.73,-2.18,11.33,-18.65,-135.69,-60.42,-76.83,-99.12,-96.32,-146.2,1.23,16.61,5.55,36.74,64.13,71.83
2020-04-16,6640.4541015625,7134.45068359375,6555.50439453125,7116.80419921875,7116.80419921875,46783242377,6883.49,6995.46,6802.58,6623.79,7001.54,8110.93,8047.27,6918.95,6896.62,6877.88,6910.38,7154.52,7613.51,7959.16,59.55,54.15,49.22,41.07,45.18,48.79,18.74,13.8,-11.17,-45.71,-55.52,-70.61,-68.04,-86.89,-130.57,75.01,33.85,64.34,40.71,81.06,73.46
2020-04-18,7092.29150390625,7269.95654296875,7089.2470703125,7257.6650390625,7257.6650390625,32447188386,6940.81,7003.59,6853.35,6691.1,6971.0,8102.71,8042.09,7031.85,6952.16,6906.01,6932.79,7158.56,7606.46,7952.18,63.83,56.35,50.33,125.84,72.07,64.2,46.15,24.58,0.29,50.92,-20.04,-46.3,-28.77,-67.52,-110.21,98.28,58.17,80.48,50.12,89.64,78.28
2020-04-19,7260.92236328125,7280.52197265625,7167.0546875,7189.4248046875,7189.4248046875,31311210215,7009.69,6989.12,6916.72,6724.37,6941.34,8095.81,8036.32,7084.38,6988.67,6927.01,6949.35,7159.77,7598.21,7944.59,60.23,54.98,49.78,157.37,100.5,82.84,61.66,36.94,12.57,91.86,17.26,-18.67,-3.85,-46.29,-88.94,87.43,86.91,72.66,72.49,85.48,85.39
2020-04-20,7186.87353515625,7240.29052734375,6835.5029296875,6881.95849609375,6881.95849609375,37747113936,7017.59,6947.11,6939.33,6747.15,6906.99,8082.97,8028.76,7016.9,6972.25,6923.67,6945.0,7148.88,7584.02,7934.02,46.45,49.15,47.38,93.23,98.08,84.92,48.58,40.82,19.77,30.53,21.68,-8.83,-14.12,-35.57,-73.97,45.03,76.91,37.42,63.52,66.77,80.63
2020-04-21,6879.7841796875,6934.5517578125,6834.4423828125,6880.3232421875,6880.3232421875,32589741511,7065.23,6948.59,6961.41,6770.32,6873.35,8071.4,8021.87,6971.38,6958.11,6920.46,6940.83,7138.35,7570.09,7923.53,46.38,49.12,47.36,50.92,82.36,78.12,37.65,39.76,23.35,-9.1,11.42,-8.88,-22.37,-31.17,-63.65,44.8,59.09,37.23,49.1,64.08,72.11
2020-04-22,6879.4404296875,7145.86572265625,6867.78173828125,7117.20751953125,7117.20751953125,33249153866,7065.32,6974.41,6986.93,6813.22,6838.3,8060.64,8016.42,7019.99,6982.58,6935.03,6952.21,7137.52,7561.12,7915.51,56.74,53.52,49.39,84.96,83.23,79.49,47.55,42.36,28.19,31.91,18.25,-0.72,-5.5,-22.61,-52.02,77.48,55.77,70.15,48.27,79.62,70.16
2020-04-23,7121.30615234375,7491.78515625,7081.5947265625,7429.724609375,7429.724609375,43500782316,7099.73,7020.27,7018.74,6847.0,6811.13,8053.5,8012.81,7156.56,7051.37,6971.68,6983.01,7148.98,7558.52,7910.67,66.66,58.6,51.92,184.88,117.11,100.56,79.69,54.8,38.49,143.95,60.15,28.21,38.76,-2.16,-33.87,93.37,71.88,93.37,66.92,96.09,79.93
2020-04-24,7434.181640625,7574.19580078125,7434.181640625,7550.90087890625,7550.90087890625,34636526286,7172.02,7090.85,7059.61,6874.2,6787.05,8040.73,8010.63,7288.01,7128.22,7014.58,7019.65,7164.74,7558.37,7907.09,69.8,60.41,52.87,273.43,169.22,135.14,113.64,74.42,53.52,245.49,121.93,71.67,85.7,27.13,-9.95,96.85,89.23,97.71,87.08,98.61,91.44
2020-04-25,7550.48291015625,7641.36376953125,7521.67236328125,7569.93603515625,7569.93603515625,32941541447,7309.62,7163.61,7094.73,6903.83,6756.87,8028.36,8007.25,7381.99,7196.18,7055.72,7055.15,7180.63,7558.6,7903.74,70.31,60.7,53.02,326.27,221.57,173.36,140.46,96.43,70.91,310.17,184.68,119.37,124.36,59.54,16.91,91.15,93.79,93.42,94.83,95.89,96.86
2020-04-26,7570.13916015625,7700.59423828125,7561.40771484375,7679.8671875,7679.8671875,33070154491,7469.53,7267.38,7139.17,6935.95,6728.02,8017.92,8004.5,7481.28,7270.59,7101.95,7095.46,7200.21,7561.0,7901.51,73.35,62.42,53.91,379.33,274.16,214.56,168.64,120.5,90.45,375.68,248.34,170.63,164.99,94.69,46.53,97.61,95.2,98.19,96.44,98.85,97.78
2020-04-27,7679.4189453125,7795.60107421875,7679.4189453125,7795.60107421875,7795.60107421875,36162144725,7605.21,7335.26,7165.36,6980.14,6705.73,8006.59,8000.5,7586.05,7351.36,7153.33,7140.63,7223.56,7565.64,7900.46,76.32,64.19,54.83,432.72,327.01,258.19,198.03,146.34,111.97,442.12,312.94,224.93,207.43,132.27,78.71,100.0,96.25,100.0,97.2,100.0,98.25
2020-04-28,7796.97021484375,7814.52734375,7730.806640625,7807.05859375,7807.05859375,33187959921,7680.67,7390.2,7196.89,7032.3,6699.71,7995.23,7996.61,7659.72,7421.47,7201.76,7183.62,7246.44,7570.42,7899.53,76.63,64.37,54.93,457.96,370.66,298.14,219.71,170.8,133.52,478.95,368.27,275.73,240.7,168.41,111.11,99.21,98.94,99.41,99.2,99.54,99.46
2020-04-29,7806.71240234375,8871.75390625,7786.04931640625,8801.0380859375,8801.0380859375,60201052203,7930.7,7551.36,7270.24,7128.27,6717.26,7996.18,7999.0,8040.16,7633.71,7320.22,7287.97,7307.4,7594.79,7908.5,89.79,75.71,61.98,719.94,487.09,382.5,313.49,218.36,169.51,769.37,501.97,374.46,362.92,233.25,161.47,96.05,98.42,96.95,98.79,97.35,98.96
2020-04-30,8797.669921875,9440.650390625,8533.255859375,8658.5537109375,8658.5537109375,66964629541,8148.42,7729.02,7338.06,7202.56,6732.23,7996.19,8000.61,8246.29,7791.38,7419.36,7376.4,7360.39,7615.86,7915.96,82.06,72.16,60.57,826.93,600.37,471.39,372.02,269.58,210.01,898.4,634.12,479.25,443.49,303.33,217.87,61.02,85.43,72.89,89.75,72.89,89.93
2020-05-01,8672.7822265625,9048.0234375,8667.763671875,8864.7666015625,8864.7666015625,44068389997,8385.4,7927.47,7438.03,7283.43,6751.3,7997.37,8003.33,8452.45,7956.52,7526.43,7472.42,7419.38,7640.59,7925.4,84.34,74.06,61.88,926.02,708.92,562.31,430.09,323.08,254.03,1020.29,762.84,587.46,524.36,377.01,279.17,69.99,75.69,77.9,82.58,80.04,83.43
2020-05-02,8869.0576171875,9007.1875,8811.3662109375,8988.5966796875,8988.5966796875,40134388683,8624.0,8114.61,7544.5,7362.82,6831.66,8000.45,8006.4,8631.17,8115.3,7634.74,7570.24,7480.92,7667.28,7935.98,85.62,75.15,62.64,996.43,804.76,649.14,480.56,375.58,299.33,1112.54,879.41,692.47,596.67,450.23,342.67,75.95,68.99,82.65,77.81,84.33,79.09
2020-05-03,8983.6142578125,9167.78125,8830.9716796875,8897.46875,8897.46875,47101785174,8842.09,8261.38,7640.82,7432.95,6898.33,8005.36,8009.86,8719.93,8235.63,7728.27,7655.87,7536.47,7691.64,7945.55,80.01,72.72,61.69,991.66,867.06,717.64,507.36,419.5,340.94,1124.7,961.17,778.92,640.4,513.62,402.22,69.16,71.7,79.16,79.9,81.17,81.85
2020-05-04,8895.7451171875,8956.90625,8645.0244140625,8912.654296875,8912.654296875,45718796276,8864.41,8397.56,7744.2,7505.59,6972.58,8010.03,8014.19,8784.17,8339.79,7816.0,7736.95,7590.44,7715.82,7955.17,80.26,72.88,61.79,968.17,900.76,767.75,523.79,454.27,377.51,1115.75,1012.7,846.28,671.37,566.2,456.05,69.12,71.41,79.74,80.52,81.7,82.4
