Unnamed: 0,TSLA,TSLA.1,TSLA.2,TSLA.3,TSLA.4,SMA 5.0,SMA 10.0,SMA 20.0,SMA 30.0,SMA 50.0,SMA 100.0,SMA 200.0,EMA 5.0,EMA 12.0,EMA 26.0,EMA 30.0,EMA 50.0,EMA 100.0,EMA 200.0,RSI 7.0,RSI 14.0,RSI 28.0,MACD 265,MACD Signal 5265,MACD Signal 9265,MACD 2612,MACD Signal 52612,MACD Signal 92612,MACD 355,MACD Signal 5355,MACD Signal 9355,MACD 3512,MACD Signal 53512,MACD Signal 93512,SO 7,%D 3-7,SO 14,%D 3-14,SO 28,%D 3-28
2021-03-29 12:50:00,605.07,608.06,605.07,607.95,5636,605.31,604.49,604.08,604.27,606.1,611.7,622.04,605.74,604.91,604.82,604.98,606.49,611.9,622.08,65.27,56.76,50.94,0.92,0.16,-0.13,0.09,-0.21,-0.38,0.48,-0.39,-0.76,-0.35,-0.76,-1.01,98.3,81.97,83.9,66.23,85.32,69.21
