Datetime,Open,High,Low,Close,Adj Close,Volume,SMA 5.0,SMA 10.0,SMA 20.0,SMA 30.0,SMA 50.0,SMA 100.0,SMA 200.0,EMA 5.0,EMA 12.0,EMA 26.0,EMA 30.0,EMA 50.0,EMA 100.0,EMA 200.0,RSI 7.0,RSI 14.0,RSI 28.0,MACD 265,MACD Signal 5265,MACD Signal 9265,MACD 2612,MACD Signal 52612,MACD Signal 92612,MACD 355,MACD Signal 5355,MACD Signal 9355,MACD 3512,MACD Signal 53512,MACD Signal 93512,SO 7,%D 3-7,SO 14,%D 3-14,SO 28,%D 3-28
2021-03-22 20:10:00,56080.078125,56080.078125,55997.45703125,56001.328125,56001.328125,0,56126.36,56131.32,56363.92,56661.8,56782.39,57052.06,57407.41,56098.01,56213.45,56450.99,56503.15,56697.36,56973.03,57203.57,32.24,31.53,34.47,-352.98,-362.64,-368.73,-237.54,-238.81,-229.47,-462.5,-466.59,-464.36,-347.06,-342.77,-325.11,18.93,31.17,9.35,14.28,5.23,8.61
2021-03-22 20:15:00,56031.87890625,56195.53125,56031.87890625,56195.53125,56195.53125,133627904,56104.13,56146.9,56329.38,56625.07,56764.76,57035.23,57400.74,56130.52,56210.69,56432.07,56483.31,56677.68,56957.64,57193.54,47.82,40.71,39.45,-301.55,-342.27,-355.29,-221.38,-233.0,-227.85,-409.71,-447.63,-453.43,-329.54,-338.36,-325.99,67.77,47.27,63.72,32.61,18.75,13.07
2021-03-22 20:20:00,56214.41796875,56214.41796875,56156.30859375,56165.33203125,56165.33203125,0,56102.17,56157.84,56298.65,56586.56,56743.99,57018.94,57394.04,56142.12,56203.71,56412.31,56462.79,56657.59,56941.95,57183.31,45.9,39.82,38.97,-270.19,-318.25,-338.27,-208.6,-224.87,-224.0,-377.29,-424.18,-438.2,-315.7,-330.8,-323.93,60.18,48.96,60.18,44.42,17.39,13.79
2021-03-22 20:25:00,56157.24609375,56157.24609375,56032.66796875,56032.66796875,56032.66796875,0,56108.02,56150.82,56260.54,56542.26,56722.51,57001.43,57386.75,56105.64,56177.4,56384.19,56435.04,56633.08,56923.94,57171.86,38.09,36.07,36.93,-278.55,-305.01,-326.33,-206.79,-218.84,-220.56,-386.72,-411.7,-427.91,-314.96,-325.52,-322.14,28.02,51.99,26.81,50.24,7.75,14.63
2021-03-22 20:30:00,56044.9609375,56061.63671875,56032.9296875,56032.9296875,56032.9296875,58003456,56085.56,56133.51,56220.59,56499.94,56703.38,56985.22,57379.52,56081.4,56155.17,56358.17,56409.1,56609.54,56906.3,57160.53,38.11,36.08,36.94,-276.77,-295.6,-316.42,-203.0,-213.56,-217.05,-385.44,-402.94,-419.41,-311.67,-320.91,-320.05,37.06,41.75,26.88,37.96,7.77,10.97
2021-03-22 20:35:00,56029.453125,56029.453125,55926.81640625,55926.81640625,55926.81640625,0,56070.66,56098.51,56176.3,56455.05,56682.45,56968.1,57370.8,56029.87,56120.04,56326.22,56377.99,56582.77,56886.9,57148.25,32.16,33.19,35.35,-296.35,-295.85,-312.4,-206.18,-211.1,-214.87,-406.97,-404.29,-416.92,-316.8,-319.54,-319.4,0.0,21.69,0.19,17.96,0.06,5.19
2021-03-22 20:40:00,55882.671875,55882.671875,55624.67578125,55624.67578125,55624.67578125,0,55956.49,56030.31,56119.93,56402.86,56657.92,56947.67,57360.61,55894.81,56043.83,56274.25,56329.38,56545.2,56861.91,57133.09,21.17,26.63,31.37,-379.44,-323.71,-325.81,-230.42,-217.54,-217.98,-496.91,-435.16,-432.92,-347.89,-328.99,-325.09,0.0,12.35,0.0,9.02,0.0,2.61
2021-03-22 20:45:00,55566.875,55566.875,54900.0546875,54900.0546875,54900.0546875,532312064,55703.43,55902.8,56042.54,56324.52,56623.08,56920.57,57346.88,55563.22,55867.87,56172.46,56237.17,56480.68,56823.06,57110.87,10.82,17.63,24.5,-609.24,-418.89,-382.5,-304.59,-246.56,-235.3,-745.63,-538.65,-495.46,-440.98,-366.32,-348.27,0.0,0.0,0.0,0.06,0.0,0.02
2021-03-22 20:50:00,54818.04296875,54959.03125,54818.04296875,54959.03125,54959.03125,1142804480,55488.7,55798.36,55975.09,56246.69,56589.2,56895.23,57333.07,55361.83,55728.04,56082.58,56154.71,56421.01,56786.15,57089.46,14.78,20.0,25.87,-720.75,-519.51,-450.15,-354.54,-282.55,-259.15,-872.03,-649.78,-570.78,-505.82,-412.82,-379.78,10.1,3.37,9.36,3.12,6.61,2.2
2021-03-22 20:55:00,54970.2421875,55010.51171875,54917.96875,54991.15625,54991.15625,777216000,55280.35,55682.95,55914.66,56170.11,56552.36,56871.01,57318.8,55238.27,55614.68,56001.73,56079.64,56364.94,56750.6,57068.58,17.11,21.33,26.62,-763.46,-600.83,-512.81,-387.05,-317.38,-284.73,-926.55,-742.03,-641.93,-550.14,-458.59,-413.85,12.93,7.68,11.5,6.95,8.5,5.04
2021-03-22 21:00:00,54981.9375,55059.30078125,54934.72265625,55059.30078125,55059.30078125,137494528,55106.84,55588.75,55860.03,56105.53,56515.34,56848.2,57304.75,55178.61,55529.24,55931.92,56013.81,56313.74,56717.11,57048.59,22.38,24.2,28.22,-753.31,-651.65,-560.91,-402.68,-345.82,-308.32,-924.79,-802.95,-698.5,-574.16,-497.12,-445.91,19.4,14.14,16.21,12.36,11.89,9.0
2021-03-22 21:05:00,55065.65625,55190.2109375,55065.65625,55190.2109375,55190.2109375,339337216,55019.95,55488.22,55817.56,56048.99,56481.96,56827.11,57291.37,55182.48,55477.08,55876.98,55960.68,56269.68,56686.88,57030.1,32.05,29.53,31.21,-694.5,-665.94,-587.63,-399.9,-363.84,-326.64,-870.19,-825.37,-732.84,-575.59,-523.27,-471.85,30.72,21.02,26.65,18.12,18.34,12.91
2021-03-22 21:10:00,55166.45703125,55246.1953125,55166.45703125,55246.1953125,55246.1953125,232570880,55089.18,55396.31,55777.07,55997.87,56450.19,56807.1,57278.32,55203.72,55441.56,55830.25,55914.58,56229.54,56658.35,57012.35,36.03,31.74,32.46,-626.53,-652.8,-595.41,-388.69,-372.13,-339.05,-804.15,-818.29,-747.1,-566.31,-537.62,-490.74,40.22,30.11,30.66,24.51,21.47,17.23
2021-03-22 21:15:00,55252.28515625,55252.28515625,55113.0,55113.0,55113.0,44621824,55119.97,55304.34,55727.58,55941.8,56416.6,56784.02,57264.91,55173.48,55391.01,55777.12,55862.87,56185.75,56627.75,56993.45,31.0,29.38,31.07,-603.64,-636.41,-597.05,-386.11,-376.79,-348.46,-784.67,-807.09,-754.62,-567.14,-547.46,-506.02,39.39,36.78,21.12,26.14,14.8,18.2
2021-03-22 21:20:00,55096.97265625,55096.97265625,55008.734375,55010.3359375,55010.3359375,11694080,55123.81,55202.08,55667.8,55881.08,56379.28,56759.91,57250.94,55119.1,55332.45,55720.33,55807.87,56139.66,56595.72,56973.72,27.53,27.67,30.04,-601.23,-624.69,-597.89,-387.88,-380.48,-356.34,-786.39,-800.19,-760.97,-573.04,-555.99,-519.43,44.28,41.3,13.77,21.85,10.05,15.44
2021-03-22 21:25:00,55043.62109375,55046.56640625,55023.11328125,55023.11328125,55023.11328125,136499200,55116.57,55111.71,55605.11,55821.44,56343.04,56736.89,57237.87,55087.1,55284.86,55668.68,55757.24,56095.87,56564.58,56954.31,28.69,28.23,30.34,-581.58,-610.32,-594.63,-383.82,-381.6,-361.84,-769.37,-789.91,-762.65,-571.61,-561.19,-529.86,31.45,38.37,14.69,16.53,13.39,12.75
2021-03-22 21:30:00,55008.55078125,55008.55078125,54921.484375,54928.02734375,54928.02734375,51154944,55064.14,55042.04,55536.17,55760.64,56302.41,56712.38,57224.41,55034.08,55229.96,55613.82,55703.74,56050.08,56532.17,56934.15,25.2,26.58,29.37,-579.74,-600.12,-591.65,-383.86,-382.35,-366.24,-770.81,-783.55,-764.28,-574.93,-565.77,-538.88,1.98,25.9,8.21,12.22,7.31,10.25
2021-03-22 21:35:00,54965.10546875,55022.515625,54965.10546875,55016.34765625,55016.34765625,162070528,55018.17,55053.67,55478.24,55712.92,56262.55,56687.4,57211.05,55028.17,55197.1,55569.56,55659.39,56009.54,56502.15,56915.07,33.91,30.63,31.47,-541.39,-580.55,-581.6,-372.46,-379.05,-367.49,-732.92,-766.67,-758.01,-563.99,-565.18,-543.9,28.68,20.7,15.95,12.95,13.17,11.29
2021-03-22 21:40:00,55013.04296875,55013.04296875,54962.2578125,54965.11328125,54965.11328125,0,54988.59,55054.28,55426.32,55668.15,56217.56,56662.87,57197.71,55007.15,55161.41,55524.79,55614.6,55968.58,56471.72,56895.66,31.43,29.61,30.92,-517.64,-559.58,-568.81,-363.38,-373.83,-366.67,-709.71,-747.68,-748.35,-555.45,-561.94,-546.21,13.19,14.62,12.14,12.1,9.77,10.08
2021-03-22 21:45:00,54956.99609375,55012.90625,54956.99609375,55012.90625,55012.90625,196251648,54989.1,55056.46,55369.7,55628.59,56171.13,56638.55,57184.8,55009.07,55138.56,55486.87,55575.78,55931.1,56442.83,56876.93,36.49,31.89,32.08,-477.8,-532.32,-550.61,-348.31,-365.32,-362.99,-668.69,-721.35,-732.42,-539.2,-554.36,-544.81,27.64,23.17,18.3,15.46,12.94,11.96
2021-03-22 21:50:00,55054.23828125,55101.75,55054.23828125,55072.0703125,55072.0703125,129851392,54998.89,55057.73,55323.24,55592.6,56126.38,56615.7,57172.14,55030.07,55128.33,55456.14,55543.28,55897.41,56415.69,56858.97,42.59,34.7,33.5,-426.07,-496.9,-525.7,-327.81,-352.82,-355.96,-614.04,-685.58,-708.74,-515.78,-541.5,-539.0,83.54,41.46,33.92,21.45,16.87,13.19
2021-03-22 21:55:00,55038.9453125,55038.9453125,54937.953125,54944.15234375,54944.15234375,36655104,55002.12,55033.13,55260.67,55556.08,56079.31,56592.09,57158.78,55001.43,55100.0,55418.22,55504.63,55860.03,56386.55,56839.92,34.28,31.66,32.0,-416.79,-470.2,-503.92,-318.22,-341.29,-348.41,-603.79,-658.32,-687.75,-505.22,-529.41,-532.25,12.58,41.25,29.04,27.09,8.38,12.73
2021-03-22 22:00:00,54942.9375,54942.9375,54396.7421875,54396.7421875,54396.7421875,0,54878.2,54948.18,55172.24,55500.77,56020.83,56567.75,57142.78,54799.87,54991.8,55342.55,55433.15,55802.65,56347.15,56815.61,17.36,22.53,26.67,-542.68,-494.36,-511.67,-350.75,-344.44,-348.88,-738.21,-684.95,-697.84,-546.28,-535.03,-535.05,0.0,32.04,0.0,20.99,0.0,8.42
2021-03-22 22:05:00,54311.02734375,54341.8046875,54288.15625,54341.8046875,54341.8046875,230031360,54753.53,54871.06,55087.7,55442.07,55960.44,56541.15,57126.91,54647.18,54891.8,55268.42,55362.74,55745.36,56307.44,56790.99,16.41,21.85,26.22,-621.24,-536.65,-533.58,-376.62,-355.17,-354.43,-824.44,-731.45,-723.16,-579.82,-549.96,-544.01,6.59,6.39,5.56,11.53,2.64,3.67
2021-03-22 22:10:00,54434.83203125,54678.9453125,54434.83203125,54678.9453125,54678.9453125,538894336,54686.74,54837.92,55020.0,55391.17,55907.97,56517.47,57112.7,54657.77,54859.06,55224.76,55318.63,55703.54,56275.19,56769.98,39.91,34.86,33.43,-566.99,-546.77,-540.26,-365.7,-358.68,-356.68,-769.81,-744.23,-732.49,-568.52,-556.15,-548.91,48.03,18.21,40.53,15.36,19.36,7.33
2021-03-22 22:15:00,54698.828125,54761.8515625,54698.828125,54761.8515625,54761.8515625,282648576,54624.7,54811.8,54961.75,55340.67,55857.73,56493.81,57098.6,54692.46,54844.1,55190.47,55282.71,55666.61,56245.22,56750.0,44.4,37.61,35.05,-498.01,-530.51,-531.81,-346.37,-354.58,-354.62,-698.14,-728.87,-725.62,-546.5,-552.93,-548.43,58.22,37.61,49.13,31.74,24.59,15.53
2021-03-22 22:20:00,54763.93359375,54764.4296875,54742.33203125,54742.33203125,54742.33203125,59293696,54584.33,54793.23,54917.63,55288.53,55808.77,56469.56,57084.28,54709.08,54828.44,55157.27,55247.84,55630.36,56215.46,56730.02,43.51,37.21,34.84,-448.19,-503.07,-515.09,-328.83,-345.99,-349.46,-645.5,-701.08,-709.6,-526.14,-544.0,-543.97,55.82,54.02,47.11,45.59,23.58,22.51
2021-03-22 22:25:00,54665.5078125,54665.5078125,54555.875,54555.875,54555.875,44974080,54616.16,54747.18,54900.43,55234.55,55754.89,56442.38,57068.67,54658.02,54786.51,55112.73,55203.2,55588.23,56182.6,56708.39,35.55,33.55,32.92,-454.71,-486.95,-503.01,-326.22,-339.4,-344.81,-652.19,-684.78,-698.12,-523.7,-537.23,-539.92,35.66,49.9,32.91,43.05,13.9,20.69
2021-03-22 22:30:00,54558.96875,54635.3046875,54558.96875,54635.3046875,54635.3046875,0,54674.86,54714.2,54884.24,55188.95,55701.71,56414.96,57052.7,54650.44,54763.25,55077.36,55166.56,55550.86,56151.96,56687.76,40.92,36.42,34.51,-426.92,-466.94,-487.79,-314.11,-330.97,-338.67,-622.28,-663.95,-682.95,-509.47,-527.98,-533.83,53.02,48.17,42.67,40.9,18.02,18.5
2021-03-22 22:35:00,54635.78125,54706.25390625,54635.78125,54687.84765625,54687.84765625,145629184,54676.64,54681.69,54869.07,55140.37,55649.69,56388.69,57037.45,54662.91,54751.65,55048.51,55135.68,55517.01,56122.97,56667.86,44.49,38.31,35.57,-385.6,-439.83,-467.36,-296.86,-319.6,-330.31,-577.31,-635.07,-661.82,-488.57,-514.84,-524.78,83.92,57.53,49.13,41.57,20.75,17.56
2021-03-22 22:40:00,54677.2421875,54677.2421875,54593.94140625,54593.94140625,54593.94140625,100007936,54643.06,54633.88,54845.81,55093.45,55601.64,56362.52,57021.02,54639.92,54727.39,55014.84,55100.73,55480.82,56092.69,56647.22,39.51,36.23,34.54,-374.92,-418.19,-448.87,-287.45,-308.88,-321.74,-564.4,-611.51,-642.34,-476.93,-502.21,-515.21,48.27,61.74,37.58,43.13,16.36,18.38
2021-03-22 22:45:00,54568.80078125,54623.9296875,54520.02734375,54623.9296875,54623.9296875,110608384,54619.38,54601.86,54817.49,55041.07,55556.39,56337.61,57004.58,54634.59,54711.47,54985.88,55069.96,55447.21,56063.6,56627.09,41.93,37.4,35.16,-351.29,-395.89,-429.35,-274.41,-297.39,-312.27,-537.49,-586.84,-621.37,-460.61,-488.34,-504.29,42.51,58.23,41.27,42.66,18.93,18.68
2021-03-22 22:50:00,54675.30859375,54682.1484375,54665.2109375,54665.2109375,54665.2109375,114896896,54641.25,54628.7,54788.44,54991.06,55514.1,56312.81,56988.61,54644.8,54704.35,54962.13,55043.85,55416.55,56035.91,56607.57,45.44,39.06,36.03,-317.33,-369.7,-406.95,-257.78,-284.19,-301.37,-499.12,-557.6,-596.92,-439.57,-472.08,-491.34,59.4,50.06,46.34,41.73,21.65,18.98
2021-03-22 22:55:00,54695.328125,54758.20703125,54695.328125,54758.20703125,54758.20703125,213499904,54665.83,54670.34,54770.7,54948.58,55473.36,56288.92,56973.38,54682.6,54712.64,54947.02,55025.42,55390.73,56010.61,56589.17,52.91,42.73,37.97,-264.42,-334.61,-378.44,-234.38,-267.59,-287.98,-439.89,-518.36,-565.51,-409.85,-451.34,-475.04,100.0,67.3,57.77,48.46,29.48,23.35
2021-03-22 23:00:00,54772.3671875,54949.51953125,54772.3671875,54949.51953125,54949.51953125,79958016,54718.16,54697.4,54767.66,54912.47,55435.72,56266.3,56959.13,54771.57,54749.08,54947.21,55020.53,55373.43,55989.6,56572.85,64.56,49.48,41.73,-175.64,-281.62,-337.88,-198.13,-244.43,-270.01,-341.31,-459.35,-520.67,-363.8,-422.16,-452.8,100.0,86.47,88.09,64.07,51.72,34.28
2021-03-22 23:05:00,54971.72265625,55069.55078125,54971.72265625,55065.7109375,55065.7109375,230432768,54812.52,54727.79,54769.79,54883.76,55400.78,56243.9,56944.86,54869.62,54797.79,54955.99,55023.44,55361.36,55971.31,56557.86,69.85,53.09,43.88,-86.37,-216.54,-287.58,-158.2,-215.69,-247.64,-240.64,-386.44,-464.67,-312.47,-385.6,-424.73,99.3,99.77,99.51,81.79,80.65,53.95
2021-03-22 23:10:00,55054.54296875,55058.015625,55039.171875,55039.171875,55039.171875,100274176,54895.56,54757.47,54775.35,54864.25,55366.52,56221.35,56930.74,54926.14,54834.93,54962.15,55024.46,55348.72,55952.85,56542.74,67.18,52.17,43.5,-36.01,-156.36,-237.27,-127.22,-186.2,-223.56,-180.17,-317.69,-407.77,-271.38,-347.52,-394.06,94.47,97.92,96.11,94.57,77.9,70.09
2021-03-22 23:15:00,55043.734375,55043.734375,54865.078125,54865.078125,54865.078125,0,54935.54,54788.39,54767.79,54863.08,55334.87,56197.24,56915.88,54905.78,54839.57,54954.96,55014.17,55329.76,55931.31,56526.05,51.97,46.49,41.08,-49.18,-120.63,-199.65,-115.39,-162.6,-201.93,-187.13,-274.17,-363.64,-253.34,-316.13,-365.92,62.79,85.52,67.79,87.8,59.84,72.8
2021-03-22 23:20:00,54846.58984375,54846.58984375,54733.953125,54733.953125,54733.953125,0,54930.69,54798.26,54756.23,54855.58,55303.38,56172.33,56900.19,54848.51,54823.32,54938.59,54996.09,55306.39,55907.6,56508.22,43.35,42.72,39.37,-90.08,-110.45,-177.73,-115.27,-146.82,-184.59,-224.46,-257.6,-335.8,-249.65,-293.97,-342.66,17.0,58.09,38.93,67.61,46.24,61.33
2021-03-22 23:25:00,54746.1484375,54746.1484375,54722.69921875,54722.69921875,54722.69921875,89436160,54885.32,54801.74,54741.72,54846.63,55273.84,56147.35,56884.05,54806.57,54807.84,54922.59,54978.46,55283.5,55884.13,56490.45,42.64,42.4,39.23,-116.02,-112.31,-165.39,-114.75,-136.13,-170.63,-246.94,-254.05,-318.03,-245.67,-277.87,-323.26,7.31,29.03,36.88,47.87,45.07,50.38
2021-03-22 23:30:00,54729.81640625,54832.7109375,54729.81640625,54832.7109375,54832.7109375,192614400,54838.72,54825.62,54729.75,54839.08,55247.46,56124.87,56868.74,54815.28,54811.66,54915.94,54969.05,55265.82,55863.31,56473.96,51.65,46.59,41.42,-100.66,-108.42,-152.45,-104.28,-125.51,-157.36,-225.96,-244.68,-299.62,-229.58,-261.77,-304.53,31.72,18.68,56.9,44.24,56.48,49.26
2021-03-22 23:35:00,54811.62890625,54811.62890625,54678.5390625,54678.5390625,54678.5390625,0,54766.6,54831.08,54716.47,54822.02,55220.24,56100.02,56852.77,54769.7,54791.18,54898.35,54950.31,55242.79,55839.85,56456.09,41.1,41.98,39.36,-128.65,-115.17,-147.69,-107.17,-119.4,-147.32,-251.39,-246.92,-289.97,-229.91,-251.15,-289.6,0.0,13.01,28.85,40.88,47.98,49.84
2021-03-22 23:40:00,54698.92578125,54828.27734375,54698.92578125,54828.27734375,54828.27734375,180449280,54759.24,54847.39,54738.05,54808.09,55195.68,56076.48,56837.83,54789.23,54796.89,54893.16,54942.44,55226.54,55819.82,56439.9,52.17,47.42,42.25,-103.93,-111.42,-138.94,-96.27,-111.69,-137.11,-221.15,-238.33,-276.21,-213.49,-238.6,-274.38,39.46,23.73,56.09,47.28,66.39,56.95
2021-03-22 23:45:00,54838.26953125,54848.8515625,54806.765625,54848.8515625,54848.8515625,43446272,54782.22,54856.45,54763.4,54799.29,55170.6,56052.71,56823.45,54809.1,54804.88,54889.88,54936.4,55211.73,55800.59,56424.06,53.57,48.14,42.64,-80.78,-101.21,-127.3,-85.0,-102.79,-126.69,-192.3,-222.99,-259.43,-196.52,-224.57,-258.81,46.64,28.7,59.84,48.26,68.92,61.1
2021-03-22 23:50:00,54839.09765625,54839.09765625,54760.109375,54760.109375,54760.109375,0,54789.7,54837.51,54767.46,54790.94,55141.68,56027.24,56808.54,54792.77,54798.0,54880.27,54925.03,55194.02,55779.99,56407.51,46.7,45.26,41.39,-87.5,-96.64,-119.34,-82.27,-95.95,-117.8,-195.23,-213.73,-246.59,-190.0,-213.05,-245.05,47.9,44.67,43.69,53.21,58.01,64.44
2021-03-22 23:55:00,54634.0546875,54634.0546875,54536.515625,54536.515625,54536.515625,0,54730.46,54784.59,54756.19,54774.73,55106.88,55999.69,56791.93,54707.35,54757.77,54854.8,54899.96,55168.23,55755.37,56388.89,33.91,38.95,38.44,-147.45,-113.58,-124.96,-97.03,-96.31,-113.65,-255.57,-227.68,-248.38,-205.15,-210.42,-237.07,0.0,31.51,0.0,34.51,30.53,52.49
2021-03-23 00:00:00,54511.66015625,54511.66015625,54322.1640625,54322.1640625,54322.1640625,0,54659.18,54712.89,54735.18,54754.53,55067.19,55969.69,56773.97,54578.96,54690.75,54815.35,54862.68,55135.05,55726.99,56368.33,25.95,34.05,35.9,-236.39,-154.51,-147.25,-124.6,-105.74,-115.84,-348.36,-267.91,-268.38,-236.57,-219.13,-236.97,0.0,15.97,0.0,14.56,4.18,30.91
2021-03-23 00:05:00,54311.0859375,54628.99609375,54311.0859375,54628.99609375,54628.99609375,394395648,54619.33,54689.28,54738.84,54741.62,55036.27,55943.59,56757.42,54595.64,54681.25,54801.54,54847.61,55115.21,55705.25,56351.02,46.79,44.77,41.63,-205.9,-171.64,-158.98,-120.29,-110.59,-116.73,-315.11,-283.64,-277.72,-229.5,-222.59,-235.47,59.12,19.71,41.92,13.97,41.89,25.53
2021-03-23 00:10:00,54659.49609375,54823.38671875,54659.49609375,54823.38671875,54823.38671875,948699136,54614.24,54698.23,54748.24,54736.89,55012.66,55919.65,56742.09,54671.55,54703.12,54803.16,54846.05,55103.76,55687.78,56335.82,55.95,50.28,44.87,-131.61,-158.3,-153.51,-100.04,-107.07,-113.39,-234.34,-267.21,-269.05,-202.77,-215.98,-228.93,95.27,51.46,67.54,36.49,68.5,38.19
2021-03-23 00:15:00,54827.94140625,54885.85546875,54827.94140625,54852.8984375,54852.8984375,228986880,54632.79,54711.25,54756.49,54731.56,54986.82,55895.93,56727.03,54732.0,54726.16,54806.85,54846.49,55093.93,55671.25,56321.06,57.26,51.08,45.34,-74.85,-130.48,-137.77,-80.69,-98.28,-106.85,-170.95,-235.12,-249.43,-176.79,-202.92,-218.5,94.27,82.89,72.54,60.67,72.27,60.89
2021-03-23 00:20:00,54879.87109375,54888.8359375,54877.04296875,54877.04296875,54877.04296875,81383424,54700.9,54715.68,54770.65,54725.06,54964.33,55873.36,56712.4,54780.35,54749.37,54812.05,54848.46,55085.42,55655.52,56306.7,58.43,51.76,45.74,-31.7,-97.55,-116.56,-62.68,-86.41,-98.02,-121.16,-197.13,-223.77,-152.14,-185.99,-205.23,97.96,95.83,77.25,72.44,75.36,72.04
2021-03-23 00:25:00,54849.71484375,54849.71484375,54774.734375,54774.734375,54774.734375,0,54791.41,54725.3,54778.19,54719.41,54935.92,55850.34,56697.1,54778.48,54753.28,54809.28,54843.7,55073.24,55638.08,56291.45,51.44,48.66,44.32,-30.8,-75.3,-99.41,-56.0,-76.28,-89.61,-115.99,-170.09,-202.22,-141.19,-171.06,-192.42,80.25,90.83,80.25,76.68,61.13,69.59
2021-03-23 00:30:00,54810.90234375,54863.49609375,54810.90234375,54863.49609375,54863.49609375,143335424,54838.31,54728.82,54788.1,54734.97,54909.88,55826.93,56682.75,54806.82,54770.23,54813.3,54844.98,55065.01,55622.74,56277.24,56.69,51.38,45.83,-6.48,-52.36,-80.82,-43.07,-65.21,-80.3,-85.93,-142.03,-178.96,-122.52,-154.88,-178.44,95.61,91.27,95.61,84.37,72.83,69.77
2021-03-23 00:35:00,54849.171875,54849.171875,54823.703125,54841.2734375,54841.2734375,14761984,54841.89,54728.06,54792.26,54751.62,54886.05,55804.28,56668.1,54818.3,54781.16,54815.37,54844.74,55056.24,55607.27,56262.96,54.95,50.66,45.51,2.93,-33.93,-64.07,-34.21,-54.87,-71.09,-71.59,-118.55,-157.49,-108.73,-139.5,-164.5,91.77,89.21,91.77,89.21,69.9,67.95
2021-03-23 00:40:00,54863.73046875,54863.73046875,54836.89453125,54847.90234375,54847.90234375,12001280,54840.89,54736.84,54787.18,54757.25,54862.35,55782.86,56653.85,54828.17,54791.43,54817.78,54844.94,55048.07,55592.23,56248.88,55.43,50.88,45.63,10.39,-19.16,-49.18,-26.35,-45.37,-62.14,-59.38,-98.83,-137.86,-96.12,-125.04,-150.82,82.15,89.84,92.91,93.43,70.78,71.17
2021-03-23 00:45:00,54837.75,54879.16015625,54837.75,54876.4609375,54876.4609375,40771584,54840.77,54770.83,54777.71,54761.07,54841.34,55761.9,56639.86,54844.27,54804.51,54822.13,54846.98,55041.34,55578.06,56235.22,57.67,51.88,46.15,22.14,-5.39,-34.92,-17.62,-36.12,-53.23,-42.67,-80.11,-118.83,-82.43,-110.83,-137.15,89.15,87.69,97.86,94.18,74.54,71.74
2021-03-23 00:50:00,54914.3359375,54929.625,54904.60546875,54909.4453125,54909.4453125,0,54867.72,54829.56,54771.23,54766.64,54827.04,55742.48,56626.11,54865.99,54820.66,54828.6,54851.01,55036.17,55564.82,56222.03,60.35,53.08,46.76,37.39,8.87,-20.45,-7.94,-26.73,-44.18,-22.2,-60.81,-99.5,-67.53,-96.4,-123.22,86.98,86.09,96.74,95.84,78.89,74.74
2021-03-23 00:55:00,54892.421875,54892.421875,54835.3984375,54835.3984375,54835.3984375,0,54862.1,54850.2,54769.74,54775.96,54825.75,55724.41,56611.46,54855.8,54822.92,54829.1,54850.0,55028.29,55550.37,56208.23,51.76,50.07,45.56,26.7,14.81,-11.02,-6.18,-19.88,-36.58,-29.46,-50.36,-85.49,-62.34,-85.05,-111.05,39.17,71.77,84.77,93.12,69.13,74.19
2021-03-23 01:00:00,54847.69140625,54904.875,54847.69140625,54858.64453125,54858.64453125,0,54865.57,54853.73,54775.98,54783.4,54823.74,55706.47,56597.07,54856.74,54828.42,54831.29,54850.56,55021.64,55536.68,56194.8,54.15,51.01,46.01,25.45,18.36,-3.73,-2.87,-14.21,-29.84,-27.04,-42.58,-73.8,-55.36,-75.15,-99.91,40.21,55.45,88.52,90.01,72.19,73.4
2021-03-23 01:05:00,54845.11328125,54877.41015625,54840.4609375,54877.41015625,54877.41015625,0,54871.47,54856.18,54783.71,54789.72,54821.46,55686.91,56583.34,54863.63,54835.96,54834.7,54852.29,55015.98,55523.62,56181.69,56.19,51.8,46.38,28.93,21.88,2.8,1.26,-9.05,-23.62,-19.79,-34.99,-63.0,-47.46,-65.92,-89.42,50.71,43.36,91.56,88.28,74.67,72.0
2021-03-23 01:10:00,54918.7578125,54969.91015625,54918.7578125,54951.6796875,54951.6796875,48807936,54886.52,54863.64,54789.66,54801.65,54819.31,55667.32,56570.07,54892.98,54853.76,54843.37,54858.7,55013.46,55512.3,56169.45,63.68,54.88,47.86,49.61,31.12,12.16,10.39,-2.57,-16.82,5.76,-21.4,-49.25,-33.46,-55.1,-78.23,86.45,59.12,97.23,92.44,84.46,77.11
2021-03-23 01:15:00,54946.34765625,55071.21484375,54946.34765625,55071.21484375,55071.21484375,67981312,54918.87,54893.29,54809.3,54816.56,54816.93,55649.45,56557.42,54952.39,54887.21,54860.25,54872.41,55015.73,55503.56,56158.53,72.5,59.39,50.15,92.14,51.46,28.16,26.96,7.27,-8.06,54.95,4.05,-28.41,-10.23,-40.14,-64.63,100.0,79.05,100.0,96.26,100.0,86.38
2021-03-23 01:20:00,55061.9453125,55061.9453125,54974.0546875,54990.16015625,54990.16015625,0,54949.82,54905.96,54817.39,54827.39,54811.81,55631.0,56545.31,54964.98,54903.05,54869.87,54880.01,55014.72,55493.4,56146.9,60.81,55.35,48.65,95.11,66.01,41.55,33.18,15.91,0.19,62.39,23.49,-10.25,0.46,-26.61,-51.61,65.63,84.03,72.66,89.96,89.34,91.27
