Datetime,Open,High,Low,Close,Adj Close,Volume,SMA 5.0,SMA 10.0,SMA 20.0,SMA 30.0,SMA 50.0,SMA 100.0,SMA 200.0,EMA 5.0,EMA 12.0,EMA 26.0,EMA 30.0,EMA 50.0,EMA 100.0,EMA 200.0,RSI 7.0,RSI 14.0,RSI 28.0,MACD 265,MACD Signal 5265,MACD Signal 9265,MACD 2612,MACD Signal 52612,MACD Signal 92612,MACD 355,MACD Signal 5355,MACD Signal 9355,MACD 3512,MACD Signal 53512,MACD Signal 93512,SO 7,%D 3-7,SO 14,%D 3-14,SO 28,%D 3-28
2021-03-24 01:10:00,53958.9453125,54091.1875,53958.9453125,54091.1875,54091.1875,221147136,54008.5,54101.32,54377.62,54540.83,54646.28,55075.11,55076.58,54030.53,54169.64,54391.72,54437.92,54616.03,54847.2,55007.97,42.38,37.18,37.31,-361.19,-369.15,-341.27,-222.08,-211.39,-189.9,-458.94,-459.3,-422.78,-319.83,-301.54,-271.41,58.73,24.26,27.9,11.53,22.76,9.4
2021-03-24 01:15:00,54094.5625,54261.8828125,54094.5625,54261.8828125,54261.8828125,179286016,54017.46,54115.66,54350.18,54518.09,54637.65,55061.31,55075.47,54107.65,54183.83,54382.1,54426.56,54602.14,54835.61,55000.55,54.43,44.89,41.81,-274.45,-337.58,-327.9,-198.27,-207.02,-191.57,-369.18,-429.26,-412.06,-293.0,-298.69,-275.73,99.91,57.57,51.69,28.76,37.5,21.9
2021-03-24 01:20:00,54266.6484375,54274.97265625,54266.6484375,54274.97265625,54274.97265625,2572288,54073.75,54131.46,54329.99,54499.01,54629.37,55046.28,55074.14,54163.42,54197.85,54374.17,54416.78,54589.31,54824.51,54993.33,55.27,45.45,42.15,-210.75,-295.31,-304.47,-176.32,-196.78,-188.52,-302.19,-386.9,-390.09,-267.76,-288.38,-274.14,100.0,86.21,61.21,46.93,38.63,32.96
2021-03-24 01:25:00,54293.203125,54412.35546875,54293.203125,54412.35546875,54412.35546875,121384960,54186.24,54147.85,54312.45,54488.66,54624.03,55032.73,55073.37,54246.4,54230.85,54377.0,54416.5,54582.37,54816.35,54987.55,63.48,51.01,45.51,-130.6,-240.4,-269.7,-146.15,-179.91,-180.05,-216.26,-330.02,-355.32,-231.81,-269.52,-265.67,100.0,99.97,100.0,70.97,50.49,42.21
2021-03-24 01:30:00,54423.453125,54527.3359375,54423.453125,54523.171875,54523.171875,146866176,54312.71,54172.53,54295.07,54482.61,54623.49,55019.82,55072.76,54338.66,54275.82,54387.82,54423.38,54580.05,54810.54,54982.93,68.86,55.0,48.04,-49.16,-176.66,-225.59,-112.0,-157.27,-166.44,-127.36,-262.47,-309.73,-190.2,-243.08,-250.58,99.4,99.8,99.4,86.87,60.06,49.73
2021-03-24 01:35:00,54512.953125,54551.56640625,54512.953125,54549.0859375,54549.0859375,45441024,54404.29,54206.4,54284.37,54475.63,54624.59,55005.85,55072.66,54408.8,54317.86,54399.77,54431.49,54578.84,54805.37,54978.61,70.06,55.9,48.62,9.03,-114.76,-178.67,-81.91,-132.15,-149.53,-61.83,-195.59,-260.15,-152.77,-212.98,-231.02,99.66,99.69,99.66,99.69,62.3,57.62
2021-03-24 01:40:00,54565.0859375,54568.15234375,54556.78515625,54556.78515625,54556.78515625,0,54463.28,54240.37,54275.17,54463.8,54624.41,54992.64,55072.95,54458.13,54354.62,54411.4,54439.57,54577.97,54800.44,54974.41,70.46,56.18,48.8,46.73,-60.93,-133.59,-56.78,-107.03,-130.98,-17.29,-136.16,-211.58,-120.8,-182.25,-208.97,98.14,99.07,98.47,99.18,64.77,62.38
2021-03-24 01:45:00,54538.23046875,54538.23046875,54424.359375,54424.359375,54424.359375,0,54493.15,54283.45,54260.35,54445.65,54619.19,54978.8,55072.52,54446.87,54365.35,54412.36,54438.59,54571.95,54793.0,54968.94,55.69,50.24,45.99,34.51,-29.12,-99.97,-47.01,-87.02,-114.19,-25.71,-99.34,-174.4,-107.23,-157.24,-188.62,69.64,89.15,80.58,92.9,53.4,60.16
2021-03-24 01:50:00,54412.25,54412.25,54374.58203125,54379.82421875,54379.82421875,0,54486.65,54336.44,54249.87,54425.55,54613.93,54964.45,55071.96,54424.52,54367.58,54409.95,54434.8,54564.42,54784.82,54963.08,51.46,48.39,45.09,14.57,-14.55,-77.06,-42.37,-72.14,-99.82,-42.91,-80.53,-148.11,-99.85,-138.11,-170.87,37.54,68.44,74.57,84.54,52.03,56.73
2021-03-24 01:55:00,54485.9921875,54689.65625,54485.9921875,54689.65625,54689.65625,338616320,54519.94,54416.33,54267.79,54417.27,54612.47,54953.58,55072.36,54512.9,54417.13,54430.67,54451.24,54569.33,54782.93,54960.36,69.98,59.56,51.91,82.23,17.71,-45.2,-13.54,-52.61,-82.57,33.12,-42.65,-111.86,-62.65,-112.96,-149.23,100.0,69.06,100.0,85.05,81.23,62.22
2021-03-24 02:00:00,54705.61328125,54705.61328125,54661.96484375,54661.96484375,54661.96484375,0,54542.52,54473.41,54287.37,54409.55,54608.3,54942.61,55072.66,54562.59,54454.79,54447.8,54464.84,54572.96,54780.54,54957.39,67.3,58.35,51.32,114.79,50.07,-13.2,6.99,-32.74,-64.66,72.69,-4.2,-74.95,-35.11,-87.01,-126.4,86.81,74.78,95.03,89.87,78.62,70.63
2021-03-24 02:05:00,54677.59375,54677.59375,54666.30859375,54666.30859375,54666.30859375,0,54564.42,54513.85,54314.75,54404.74,54604.24,54932.05,55073.2,54597.16,54487.34,54463.99,54477.84,54576.62,54778.27,54954.49,67.53,58.49,51.41,133.17,77.77,16.07,23.35,-14.04,-47.05,97.46,29.69,-40.47,-12.36,-62.13,-103.59,88.13,91.65,95.52,96.85,79.03,79.63
2021-03-24 02:10:00,54630.2890625,54665.62109375,54613.66015625,54665.62109375,54665.62109375,0,54612.67,54552.91,54342.19,54404.3,54599.15,54920.91,55073.34,54619.98,54514.76,54478.92,54489.95,54580.11,54776.04,54951.62,67.44,58.45,51.39,141.06,98.87,41.07,35.84,2.58,-30.48,111.06,56.81,-10.16,5.84,-39.47,-81.71,87.92,87.62,95.44,95.33,78.96,78.87
2021-03-24 02:15:00,54666.828125,54757.8828125,54666.828125,54673.00390625,54673.00390625,124841984,54671.31,54578.98,54363.41,54401.29,54593.43,54909.21,55073.87,54637.65,54539.11,54493.3,54501.76,54583.75,54774.0,54948.85,67.95,58.73,51.56,144.35,114.03,61.73,45.81,16.99,-15.22,119.62,77.75,15.79,21.08,-19.29,-61.15,77.86,84.64,89.38,93.45,89.52,82.5
2021-03-24 02:20:00,54681.54296875,54684.13671875,54663.68359375,54663.68359375,54663.68359375,0,54666.11,54593.03,54382.78,54394.39,54588.03,54896.8,55074.65,54646.33,54558.27,54505.92,54512.21,54586.89,54771.82,54946.01,66.41,58.2,51.33,140.41,122.82,77.46,52.35,28.78,-1.7,120.21,91.9,36.68,32.15,-2.14,-42.49,75.42,80.4,85.8,90.21,88.54,85.67
2021-03-24 02:25:00,54624.49609375,54684.75,54624.49609375,54684.75,54684.75,34611200,54670.67,54606.59,54406.5,54391.78,54583.84,54885.11,55074.91,54659.14,54577.73,54519.17,54523.34,54590.73,54770.09,54943.41,68.31,59.1,51.83,139.97,128.54,89.96,58.56,38.71,10.35,124.2,102.67,54.18,42.79,12.84,-25.43,73.1,75.46,85.11,86.76,92.14,90.07
2021-03-24 02:30:00,54693.15625,54738.56640625,54679.30859375,54679.30859375,54679.30859375,17514496,54673.27,54618.85,54429.61,54389.73,54578.48,54873.66,55074.37,54665.86,54593.36,54531.03,54533.4,54594.2,54768.3,54940.78,67.16,58.75,51.68,134.83,130.64,98.94,62.33,46.58,20.74,122.9,109.41,67.93,50.4,25.36,-10.27,45.52,64.68,83.09,84.67,91.55,90.74
2021-03-24 02:35:00,54667.49609375,54719.140625,54667.49609375,54719.140625,54719.140625,587321344,54683.98,54648.32,54465.89,54389.67,54574.01,54862.85,55074.01,54683.62,54612.71,54544.96,54545.38,54599.1,54767.32,54938.58,71.28,60.6,52.66,138.66,133.31,106.88,67.75,53.64,30.15,130.88,116.57,80.52,59.97,36.89,3.78,73.14,63.92,89.89,86.03,95.84,93.18
2021-03-24 02:40:00,54739.0625,54742.96484375,54691.7890625,54703.83984375,54703.83984375,0,54690.14,54680.73,54508.58,54393.49,54568.9,54851.41,55073.56,54690.36,54626.73,54556.73,54555.61,54603.21,54766.07,54936.24,67.49,59.5,52.24,133.63,133.42,112.23,70.0,59.09,38.12,129.22,120.79,90.26,65.59,46.46,16.14,62.53,60.4,85.9,86.29,94.19,93.86
2021-03-24 02:45:00,54711.8671875,54761.2421875,54711.8671875,54761.2421875,54761.2421875,39809024,54709.66,54687.88,54552.11,54407.82,54564.12,54839.49,55073.46,54713.99,54647.42,54571.88,54568.87,54609.4,54765.97,54934.5,73.63,62.28,53.68,142.11,136.31,118.21,75.54,64.57,45.6,141.73,127.77,100.55,75.16,56.03,27.95,100.0,78.56,100.0,91.93,100.0,96.68
2021-03-24 02:50:00,54778.15234375,54779.765625,54736.15234375,54736.15234375,54736.15234375,0,54719.94,54695.3,54584.35,54423.35,54558.24,54827.39,55073.05,54721.37,54661.07,54584.05,54579.67,54614.37,54765.38,54932.52,67.16,60.33,52.96,137.32,136.65,122.03,77.02,68.72,51.88,140.01,131.85,108.44,79.71,63.92,38.3,71.91,78.15,89.23,91.71,95.42,96.54
2021-03-24 02:55:00,54689.8359375,54693.50390625,54647.57421875,54647.57421875,54647.57421875,0,54713.59,54693.43,54603.64,54440.98,54552.31,54814.6,55072.22,54696.77,54659.0,54588.75,54584.05,54615.68,54763.05,54929.69,49.32,53.91,50.47,108.02,127.11,119.23,70.25,69.23,55.56,111.73,125.14,109.1,73.96,67.27,45.43,14.86,62.26,67.37,85.53,86.11,93.84
2021-03-24 03:00:00,54648.8515625,54648.8515625,54626.609375,54626.609375,54626.609375,0,54695.08,54689.53,54621.22,54457.97,54547.89,54801.7,55071.49,54673.39,54654.01,54591.56,54586.79,54616.1,54760.34,54926.67,45.95,52.49,49.89,81.83,112.01,111.75,62.45,66.97,56.94,86.04,112.11,104.49,66.66,67.06,49.68,0.0,28.92,47.87,68.16,83.91,88.48
2021-03-24 03:05:00,54636.6484375,54666.9453125,54631.796875,54666.44921875,54666.44921875,0,54687.6,54688.87,54633.93,54471.9,54546.77,54790.0,55071.11,54671.07,54655.93,54597.11,54591.93,54618.08,54758.49,54924.08,53.06,54.92,50.99,73.96,99.33,104.19,58.82,64.25,57.31,79.33,101.18,99.46,64.19,66.11,52.58,26.01,13.62,31.78,49.01,88.1,86.04
2021-03-24 03:10:00,54687.38671875,54688.40234375,54633.875,54633.875,54633.875,0,54662.13,54685.89,54639.46,54483.82,54545.35,54778.86,55070.69,54658.68,54652.54,54599.83,54594.64,54618.7,54756.02,54921.2,47.15,52.55,50.06,58.85,85.84,95.12,52.71,60.41,56.39,64.6,88.99,92.49,58.46,63.56,53.76,4.75,10.25,12.17,30.61,84.68,85.56
2021-03-24 03:15:00,54611.06640625,54611.06640625,54456.48828125,54456.48828125,54456.48828125,0,54606.2,54663.07,54634.83,54492.02,54539.31,54766.31,55069.09,54591.28,54622.37,54589.21,54585.73,54612.34,54750.09,54916.57,27.6,41.94,45.37,2.07,57.91,76.51,33.16,51.32,51.75,4.84,60.94,74.96,35.93,54.35,50.19,0.0,10.25,0.0,14.65,66.04,79.61
2021-03-24 03:20:00,54455.578125,54455.578125,54357.14453125,54367.9921875,54367.9921875,0,54550.28,54631.94,54625.39,54497.05,54528.44,54753.06,55066.65,54516.85,54583.24,54572.83,54571.68,54602.76,54742.52,54911.11,22.23,37.83,43.27,-55.98,19.95,50.01,10.41,37.69,43.48,-57.45,21.48,48.48,8.94,39.21,41.94,2.57,2.44,2.57,4.91,56.75,69.16
2021-03-24 03:25:00,54384.48828125,54483.1875,54384.48828125,54483.1875,54483.1875,103636992,54521.6,54608.34,54628.33,54513.37,54518.72,54741.02,55064.44,54505.63,54567.85,54566.19,54565.97,54598.07,54737.39,54906.86,39.96,45.33,46.6,-60.56,-6.89,27.9,1.66,25.68,35.12,-63.61,-6.89,26.06,-1.39,25.68,33.27,37.47,13.35,29.83,10.8,63.87,62.22
2021-03-24 03:30:00,54514.36328125,54846.953125,54514.36328125,54846.953125,54846.953125,677249024,54557.7,54622.65,54651.69,54546.61,54516.0,54732.97,55063.83,54619.4,54610.79,54586.98,54584.1,54607.83,54739.55,54906.26,67.37,61.24,55.22,32.42,6.22,28.8,23.81,25.05,32.85,34.73,6.99,27.79,26.12,25.83,31.84,100.0,46.68,100.0,44.13,100.0,73.54
2021-03-24 03:35:00,54851.203125,54881.09765625,54851.203125,54881.09765625,54881.09765625,107454464,54607.14,54634.64,54661.26,54579.62,54514.86,54725.22,55063.34,54706.64,54652.37,54608.77,54603.26,54618.54,54742.36,54906.01,68.92,62.35,55.91,97.87,36.77,42.62,43.6,31.24,35.0,105.5,39.82,43.33,51.23,34.29,35.72,100.0,79.16,100.0,76.61,100.0,87.96
2021-03-24 03:40:00,54836.390625,54861.78515625,54836.390625,54859.2421875,54859.2421875,0,54687.69,54646.95,54671.13,54605.22,54514.18,54719.71,55063.22,54757.5,54684.2,54627.32,54619.77,54627.98,54744.67,54905.54,66.55,61.14,55.34,130.18,67.9,60.13,56.88,39.78,39.38,142.02,73.89,63.07,68.72,45.77,42.32,95.83,98.61,95.83,98.61,96.28,98.76
2021-03-24 03:45:00,54859.9921875,54859.9921875,54774.6640625,54774.6640625,54774.6640625,0,54769.03,54659.66,54676.54,54622.31,54513.46,54715.52,55062.43,54763.22,54698.12,54638.24,54629.77,54633.73,54745.27,54904.24,57.62,56.59,53.18,124.98,86.93,73.1,59.88,46.48,43.48,138.9,95.56,78.24,73.8,55.11,48.62,79.69,91.84,79.69,91.84,79.69,91.99
2021-03-24 03:50:00,54763.7890625,54763.7890625,54658.73828125,54658.73828125,54658.73828125,0,54804.14,54662.87,54676.2,54635.1,54513.06,54710.64,55061.49,54728.4,54692.06,54639.76,54631.64,54634.72,54743.55,54901.8,47.44,50.98,50.37,88.64,87.5,76.21,52.3,48.42,45.24,102.17,97.76,83.02,65.83,58.69,52.06,57.56,77.69,57.56,77.69,57.56,77.84
2021-03-24 03:55:00,54643.19140625,54643.19140625,54551.9140625,54559.765625,54559.765625,0,54746.7,54652.2,54670.54,54640.02,54508.99,54704.53,55059.95,54672.19,54671.71,54633.83,54627.0,54631.78,54739.91,54898.4,40.34,46.73,48.12,38.36,71.12,68.64,37.88,44.91,43.77,49.65,81.73,76.35,49.17,55.51,51.48,35.3,57.52,38.67,58.64,38.67,58.64
2021-03-24 04:00:00,54557.12109375,54605.734375,54548.44921875,54605.734375,54605.734375,0,54691.63,54649.39,54667.64,54642.77,54503.69,54699.14,55058.31,54650.03,54661.56,54631.75,54625.63,54630.75,54737.26,54895.48,44.82,48.86,49.21,18.28,53.51,58.57,29.81,39.88,40.98,28.42,63.96,66.76,39.95,50.33,49.18,24.91,39.26,47.44,47.89,47.44,47.89
2021-03-24 04:05:00,54615.75390625,54712.046875,54615.75390625,54709.09375,54709.09375,187527168,54661.6,54674.65,54668.86,54648.1,54502.61,54693.91,55057.23,54669.72,54668.87,54637.48,54631.01,54633.83,54736.7,54893.63,53.89,53.39,51.59,32.24,46.42,53.3,31.39,37.05,39.06,43.25,57.05,62.06,42.4,47.68,47.82,48.29,36.17,67.17,51.09,67.17,51.09
2021-03-24 04:10:00,54661.49609375,54661.49609375,54584.38671875,54584.38671875,54584.38671875,0,54623.54,54696.29,54664.11,54649.02,54499.48,54686.76,55055.43,54641.28,54655.87,54633.55,54628.0,54631.89,54733.68,54890.55,43.76,47.88,48.74,7.73,33.52,44.19,22.32,32.14,35.71,17.15,43.75,53.08,31.74,42.37,44.6,11.47,28.22,43.37,52.66,43.37,52.66
2021-03-24 04:15:00,54571.58203125,54658.7578125,54571.58203125,54658.7578125,54658.7578125,81158144,54623.55,54713.84,54661.09,54656.84,54498.24,54680.59,55054.48,54647.1,54656.32,54635.41,54629.99,54632.94,54732.2,54888.25,50.27,51.12,50.43,11.69,26.24,37.69,20.91,28.4,32.75,21.05,36.19,46.67,30.27,38.34,41.74,35.41,31.72,57.57,56.04,57.57,56.04
2021-03-24 04:20:00,54674.609375,54727.94921875,54674.609375,54712.58984375,54712.58984375,53198848,54654.11,54700.41,54661.53,54667.93,54500.7,54676.0,55053.66,54668.93,54664.97,54641.13,54635.32,54636.07,54731.81,54886.5,54.69,53.38,51.63,27.8,26.76,35.71,23.84,26.88,30.97,38.07,36.81,44.95,34.11,36.93,40.21,76.22,41.03,67.84,56.26,67.84,56.26
2021-03-24 04:25:00,54621.39453125,54621.39453125,54557.8515625,54557.89453125,54557.89453125,0,54644.54,54668.09,54651.36,54663.54,54505.24,54670.34,55053.21,54631.92,54648.5,54634.96,54630.32,54633.0,54728.37,54883.23,42.12,46.7,48.16,-3.04,16.83,27.96,13.54,22.43,27.48,5.11,26.25,36.98,21.69,31.85,36.51,5.26,38.96,38.31,54.57,38.31,54.57
2021-03-24 04:30:00,54558.70703125,54685.2421875,54558.70703125,54685.2421875,54685.2421875,92217344,54639.77,54650.69,54648.82,54664.31,54513.53,54666.06,55054.04,54649.69,54654.15,54638.69,54633.86,54635.05,54727.51,54881.26,52.59,52.02,50.97,11.0,14.89,24.57,15.46,20.11,25.08,19.64,24.04,33.51,24.1,29.27,34.03,76.21,52.56,60.56,55.57,62.62,56.26
2021-03-24 04:35:00,54693.66015625,54693.66015625,54592.375,54592.375,54592.375,0,54641.37,54632.46,54646.06,54661.85,54523.01,54661.09,55055.25,54630.59,54644.65,54635.26,54631.19,54633.37,54724.84,54878.38,45.58,48.24,48.96,-4.67,8.37,18.72,9.39,16.53,21.94,2.63,16.91,27.34,16.69,25.07,30.56,20.3,33.92,21.27,40.05,44.9,48.61
2021-03-24 04:40:00,54559.046875,54562.7734375,54540.78515625,54540.78515625,54540.78515625,0,54617.78,54620.66,54641.77,54657.69,54531.49,54655.13,55055.19,54600.66,54628.67,54628.26,54625.36,54629.74,54721.19,54875.02,41.95,46.23,47.87,-27.6,-3.62,9.46,0.41,11.16,17.63,-22.46,3.78,17.38,5.55,18.57,25.56,0.0,32.17,0.0,27.28,35.05,47.52
2021-03-24 04:45:00,54538.4921875,54538.4921875,54481.484375,54514.0703125,54514.0703125,0,54578.07,54616.09,54634.15,54652.39,54536.8,54649.49,55053.96,54571.79,54611.04,54619.8,54618.18,54625.21,54717.09,54871.43,40.03,45.18,47.31,-48.01,-18.42,-2.04,-8.76,4.52,12.36,-45.27,-12.57,4.85,-6.02,10.37,19.24,13.22,11.17,8.57,9.95,29.95,36.63
2021-03-24 04:50:00,54489.765625,54489.765625,54406.9296875,54406.9296875,54406.9296875,0,54547.88,54596.21,54622.8,54643.83,54539.41,54642.85,55050.34,54516.84,54579.64,54604.03,54604.55,54616.65,54710.95,54866.81,32.96,41.14,45.1,-87.19,-41.34,-19.07,-24.39,-5.12,5.01,-88.55,-37.89,-13.83,-25.75,-1.67,10.24,0.0,4.41,0.0,2.86,9.5,24.83
2021-03-24 04:55:00,54364.27734375,54364.27734375,54306.65625,54306.65625,54306.65625,0,54472.17,54555.97,54615.31,54631.23,54541.33,54635.48,55046.37,54446.78,54537.64,54582.01,54585.33,54604.49,54702.94,54861.24,27.63,37.75,43.14,-135.23,-72.64,-42.3,-44.37,-18.2,-4.87,-142.01,-72.6,-39.47,-51.15,-18.16,-2.04,0.0,4.41,0.0,2.86,0.0,13.15
2021-03-24 05:00:00,54300.1484375,54304.796875,54186.7109375,54186.7109375,54186.7109375,0,54391.03,54516.2,54606.24,54614.81,54540.73,54626.24,55041.85,54360.09,54483.65,54552.72,54559.61,54588.11,54692.72,54854.53,22.55,34.12,40.93,-192.63,-112.64,-72.37,-69.07,-35.16,-17.71,-206.36,-117.19,-72.85,-82.8,-39.71,-18.19,0.0,0.0,0.0,0.0,0.0,3.17
2021-03-24 05:05:00,54165.765625,54165.765625,54108.43359375,54132.6171875,54132.6171875,0,54309.4,54463.59,54588.72,54595.26,54543.51,54618.45,55035.94,54284.27,54429.65,54521.61,54532.06,54570.25,54681.63,54847.34,20.56,32.59,39.98,-237.34,-154.2,-105.36,-91.96,-54.09,-32.56,-258.08,-164.15,-109.89,-112.7,-64.04,-37.09,4.13,1.38,3.9,1.3,3.13,1.04
2021-03-24 05:10:00,54153.65234375,54168.23828125,54150.140625,54150.140625,54150.140625,26038272,54236.61,54407.34,54553.88,54576.8,54549.51,54611.74,55030.35,54239.56,54386.65,54494.09,54507.42,54553.77,54671.11,54840.41,23.12,33.63,40.44,-254.53,-187.65,-135.19,-107.44,-71.87,-47.54,-281.0,-203.1,-144.11,-133.91,-87.33,-56.45,9.18,4.44,6.73,3.54,5.4,2.84
2021-03-24 05:15:00,54155.921875,54178.625,54094.3359375,54094.3359375,54094.3359375,0,54174.09,54360.99,54514.54,54554.57,54553.59,54606.21,55024.73,54191.15,54341.68,54464.48,54480.77,54535.75,54659.68,54832.98,20.64,31.95,39.43,-273.33,-216.21,-162.82,-122.8,-88.85,-62.59,-305.73,-237.31,-176.44,-155.2,-109.95,-76.2,0.0,4.44,0.0,3.54,0.0,2.84
2021-03-24 05:20:00,54093.43359375,54117.1875,54093.43359375,54117.1875,54117.1875,0,54136.2,54304.18,54477.43,54533.94,54554.11,54600.19,55019.47,54166.5,54307.14,54438.75,54457.32,54519.34,54648.94,54825.86,24.51,33.41,40.07,-272.25,-234.89,-184.71,-131.61,-103.1,-76.39,-309.29,-261.3,-203.01,-168.65,-129.52,-94.69,5.99,5.06,3.74,3.49,3.02,2.81
2021-03-24 05:25:00,54141.80078125,54230.6640625,54141.80078125,54230.6640625,54230.6640625,0,54144.99,54268.01,54450.23,54520.04,54553.48,54595.56,55014.6,54187.89,54295.37,54423.34,54442.69,54508.02,54640.66,54819.94,41.12,40.29,43.15,-235.45,-235.08,-194.86,-127.97,-111.39,-86.71,-274.28,-265.63,-217.26,-166.8,-141.95,-109.11,50.67,18.89,21.63,8.46,17.42,6.81
2021-03-24 05:30:00,54260.73828125,54432.734375,54260.73828125,54432.734375,54432.734375,0,54205.01,54257.2,54438.93,54513.58,54556.64,54593.0,55010.79,54269.5,54316.51,54424.03,54442.05,54505.07,54636.54,54816.08,59.59,50.17,48.08,-154.53,-208.23,-186.79,-107.52,-110.1,-90.87,-191.03,-240.76,-212.02,-144.02,-142.64,-116.1,100.0,52.22,56.53,27.3,43.08,21.17
2021-03-24 05:35:00,54448.3125,54462.13671875,54448.3125,54454.73828125,54454.73828125,0,54265.93,54251.27,54433.68,54506.52,54557.48,54590.76,55006.83,54331.25,54337.77,54426.31,54442.87,54503.09,54632.94,54812.49,61.14,51.12,48.59,-95.06,-170.5,-168.44,-88.54,-102.91,-90.4,-128.96,-203.5,-195.4,-122.44,-135.9,-117.36,97.99,82.89,60.2,46.12,45.87,35.46
2021-03-24 05:40:00,54441.9375,54441.9375,54367.09765625,54368.2578125,54368.2578125,0,54320.72,54247.4,54421.81,54497.67,54554.39,54588.94,55001.86,54343.58,54342.46,54422.01,54438.06,54497.81,54627.7,54808.07,52.0,47.31,46.74,-78.43,-139.81,-150.44,-79.55,-95.13,-88.23,-111.52,-172.84,-178.63,-112.64,-128.15,-116.42,74.54,90.84,45.79,54.17,34.89,41.28
2021-03-24 05:45:00,54376.4375,54439.375,54376.4375,54409.90234375,54409.90234375,0,54379.26,54257.73,54406.85,54496.11,54551.6,54588.09,54997.39,54365.69,54352.84,54421.11,54436.24,54494.36,54623.39,54804.11,55.72,49.27,47.73,-55.42,-111.68,-131.44,-68.27,-86.17,-84.24,-86.9,-144.19,-160.28,-99.75,-118.68,-113.09,85.83,86.12,67.43,57.81,40.18,40.31
2021-03-24 05:50:00,54400.125,54440.203125,54400.125,54440.203125,54440.203125,0,54421.17,54283.08,54399.64,54498.52,54549.27,54586.84,54992.76,54390.53,54366.28,54422.53,54436.49,54492.23,54619.76,54800.49,58.45,50.71,48.46,-32.0,-85.12,-111.55,-56.25,-76.2,-78.64,-61.37,-116.58,-140.5,-85.62,-107.66,-107.59,94.05,84.81,77.92,63.71,44.02,39.7
2021-03-24 05:55:00,54443.65234375,54443.65234375,54339.2734375,54339.2734375,54339.2734375,0,54402.47,54303.74,54383.67,54493.72,54547.57,54583.38,54986.97,54373.44,54362.12,54416.36,54430.22,54486.24,54614.21,54795.9,47.15,46.03,46.24,-42.92,-71.05,-97.82,-54.24,-68.88,-73.76,-72.21,-101.79,-126.84,-83.53,-99.62,-102.78,61.64,80.51,62.03,69.13,32.0,38.73
2021-03-24 06:00:00,54340.5625,54340.5625,54266.6796875,54266.6796875,54266.6796875,0,54364.86,54315.4,54361.37,54474.38,54545.31,54579.62,54980.79,54337.85,54347.44,54405.27,54419.67,54477.63,54607.32,54790.63,40.56,42.96,44.72,-67.42,-69.84,-91.74,-57.83,-65.2,-70.58,-97.85,-100.48,-121.04,-88.26,-95.83,-99.88,2.95,52.88,46.99,62.31,22.6,32.87
2021-03-24 06:05:00,54244.375,54244.375,54169.2890625,54169.2890625,54169.2890625,0,54325.07,54322.89,54341.94,54450.66,54534.9,54573.68,54974.26,54281.67,54320.03,54387.79,54403.52,54465.53,54598.65,54784.45,33.29,39.18,42.75,-106.12,-81.94,-94.62,-67.76,-66.05,-70.01,-139.23,-113.4,-124.68,-100.87,-97.51,-100.07,0.0,21.53,20.57,43.2,11.32,21.97
2021-03-24 06:10:00,54119.28515625,54119.28515625,54096.45703125,54096.45703125,54096.45703125,0,54262.38,54320.82,54312.5,54425.23,54523.59,54565.94,54967.08,54219.93,54285.64,54366.21,54383.71,54451.06,54588.71,54777.6,28.78,36.59,41.35,-146.28,-103.38,-104.95,-80.57,-70.89,-72.12,-182.95,-136.58,-136.33,-117.24,-104.09,-103.51,0.0,0.98,0.82,22.79,0.48,11.47
2021-03-24 06:15:00,54080.515625,54093.76953125,54055.23828125,54093.76953125,54093.76953125,0,54193.09,54307.13,54287.57,54402.53,54512.14,54558.19,54959.67,54177.88,54256.12,54346.03,54365.0,54437.05,54578.9,54770.8,28.62,36.5,41.29,-168.15,-124.97,-117.59,-89.91,-77.23,-75.68,-207.83,-160.33,-150.63,-129.59,-112.59,-108.72,9.92,3.31,9.47,10.29,5.73,5.84
2021-03-24 06:20:00,54094.2578125,54183.6484375,54094.2578125,54183.02734375,54183.02734375,0,54161.85,54282.16,54269.68,54386.68,54502.49,54550.82,54952.98,54179.59,54244.87,54333.96,54353.26,54427.09,54571.07,54764.95,41.7,41.94,43.73,-154.37,-134.77,-124.95,-89.09,-81.18,-78.36,-194.86,-171.84,-159.48,-129.58,-118.25,-112.9,32.9,14.27,31.41,13.9,19.0,8.4
2021-03-24 06:25:00,54156.9921875,54156.9921875,54056.375,54056.375,54056.375,0,54119.79,54242.32,54246.8,54369.9,54490.15,54541.79,54945.79,54138.52,54215.87,54313.4,54334.11,54412.55,54560.87,54757.9,31.99,37.08,41.21,-174.88,-148.14,-134.93,-97.53,-86.63,-82.2,-218.26,-187.31,-171.24,-140.91,-125.8,-118.5,0.29,14.37,0.28,13.72,0.17,8.3
2021-03-24 06:30:00,54060.625,54395.33984375,54048.8046875,54395.33984375,54395.33984375,244199424,54165.0,54245.03,54246.22,54362.88,54484.79,54536.41,54941.02,54224.13,54243.48,54319.47,54338.06,54411.88,54557.6,54754.29,60.62,52.82,49.31,-95.34,-130.54,-127.01,-75.99,-83.08,-80.96,-134.79,-169.81,-163.95,-115.44,-122.35,-117.89,100.0,44.4,83.84,38.51,51.03,23.4
